title,authors,year,venue,doi,abstract,source_url,discovery_source,discovery_query,inclusion_path,citation_count,reference_count,affiliations,candidate_id,scored_at,is_preprint,venue_score,citation_score,institution_score,institution_bonus,relevance_score,total_quality_score,review_reason,recommended_action
Cybersecurity and the new firm: surviving online threats,Vallari Chandna; Praneet Tiwari,2021.0,Journal of Business Strategy,10.1108/jbs-08-2021-0146,,https://doi.org/10.1108/jbs-08-2021-0146,OpenAlex,online threats,discovery,15.0,36.0,,681,2026-04-28T15:13:06.340854+00:00,False,40.0,60.08,20.0,0.0,50.0,50.53,Quality uncertain or moderate,human review
Unicorn: Runtime Provenance-Based Detector for Advanced Persistent Threats,Xueyuan Han; Thomas Pasquier; Adam Bates; James Mickens; Margo Seltzer,2020.0,,10.14722/ndss.2020.24046,,https://doi.org/10.14722/ndss.2020.24046,OpenAlex,advanced persistent threats,discovery,261.0,100.0,,799,2026-04-28T15:13:06.340854+00:00,False,20.0,100.0,20.0,0.0,50.0,59.5,Quality uncertain or moderate,human review
Dynamic defense strategy against advanced persistent threat with insiders,Pengfei Hu; Hongxing Li; Hao Fu; Derya Cansever; Prasant Mohapatra,2015.0,,10.1109/infocom.2015.7218444,,https://doi.org/10.1109/infocom.2015.7218444,OpenAlex,advanced persistent threats,discovery,162.0,20.0,,805,2026-04-28T15:13:06.340854+00:00,False,20.0,100.0,20.0,0.0,37.5,56.38,Quality uncertain or moderate,human review
The Big Four - What We Did Wrong in Advanced Persistent Threat Detection?,Nikos Virvilis; Dimitris Gritzalis,2013.0,,10.1109/ares.2013.32,,https://doi.org/10.1109/ares.2013.32,OpenAlex,advanced persistent threats,discovery,175.0,12.0,,807,2026-04-28T15:13:06.340854+00:00,False,20.0,100.0,20.0,0.0,37.5,56.38,Quality uncertain or moderate,human review
Advanced persistent threats: Behind the scenes,Martin Ussath; David A. Jaeger; Feng Cheng; Christoph Meinel,2016.0,,10.1109/ciss.2016.7460498,,https://doi.org/10.1109/ciss.2016.7460498,OpenAlex,advanced persistent threats,discovery,112.0,7.0,,808,2026-04-28T15:13:06.340854+00:00,False,20.0,100.0,20.0,0.0,50.0,59.5,Quality uncertain or moderate,human review
A Context-Based Detection Framework for Advanced Persistent Threats,Paul Giura; Wei Wang,2012.0,,10.1109/cybersecurity.2012.16,,https://doi.org/10.1109/cybersecurity.2012.16,OpenAlex,advanced persistent threats,discovery,102.0,9.0,,810,2026-04-28T15:13:06.340854+00:00,False,20.0,100.0,20.0,0.0,50.0,59.5,Quality uncertain or moderate,human review
Advanced Persistent Threat: Understanding the Danger and How to Protect Your Organization,Eric Cole,2012.0,,,,http://www.sciencedirect.com/science/book/9781597499491,OpenAlex,advanced persistent threats,discovery,107.0,0.0,,813,2026-04-28T15:13:06.340854+00:00,False,20.0,100.0,20.0,0.0,37.5,56.38,Quality uncertain or moderate,human review
Advanced Persistent Threats - detection and defense,J. Vukalovic; Damir Delija,2015.0,,10.1109/mipro.2015.7160480,,https://doi.org/10.1109/mipro.2015.7160480,OpenAlex,advanced persistent threats,discovery,73.0,1.0,,815,2026-04-28T15:13:06.340854+00:00,False,20.0,93.26,20.0,0.0,50.0,56.8,Quality uncertain or moderate,human review
Towards a Framework to Detect Multi-stage Advanced Persistent Threats Attacks,Parth Bhatt; Edgar Toshiro Yano; Per M. Gustavsson,2014.0,,10.1109/sose.2014.53,,https://doi.org/10.1109/sose.2014.53,OpenAlex,advanced persistent threats,discovery,105.0,9.0,,817,2026-04-28T15:13:06.340854+00:00,False,20.0,100.0,20.0,0.0,50.0,59.5,Quality uncertain or moderate,human review
Attribution of Advanced Persistent Threats,Timo Steffens,2020.0,Springer Berlin Heidelberg,10.1007/978-3-662-61313-9,,https://doi.org/10.1007/978-3-662-61313-9,Crossref,advanced persistent threats,discovery,,,,824,2026-04-28T15:13:06.340854+00:00,False,100.0,0.0,20.0,0.0,50.0,47.5,Quality uncertain or moderate,human review
Comprehensive Advanced Persistent Threats Dataset,Abdussamad Syed; Boubakr Nour; Makan Pourzandi; Chadi Assi; Mourad Debbabi,2025.0,IEEE Networking Letters,10.1109/lnet.2025.3551989,,https://doi.org/10.1109/lnet.2025.3551989,Crossref,advanced persistent threats,discovery,,,,825,2026-04-28T15:13:06.340854+00:00,False,100.0,0.0,20.0,0.0,50.0,47.5,Quality uncertain or moderate,human review
Operational design for advanced persistent threats,Tithnara Nicolas Sun; Ciprian Teodorov; Luka Le Roux,2020.0,Proceedings of the 23rd ACM/IEEE International Conference on Model Driven Engineering Languages and Systems: Companion Proceedings,10.1145/3417990.3420044,,https://doi.org/10.1145/3417990.3420044,Crossref,advanced persistent threats,discovery,,,,832,2026-04-28T15:13:06.340854+00:00,False,100.0,0.0,20.0,0.0,50.0,47.5,Quality uncertain or moderate,human review
Advanced Persistent Threats in Autonomous Driving,Krishna Kant,2020.0,ACM SIGMETRICS Performance Evaluation Review,10.1145/3397776.3397783,"In this paper, we consider the problem of detecting performance related advanced persistent threats on a system of connected automated vehicles (CAVs) possibly mixed with connected, but manually driven vehicles (CMVs), operating over an urban area or highway and its feeder roads. We show how the emerging edge computing infrastructure deployed on the roadside for traffic monitoring can be exploited for this task. We briefly propose an approach that estimates an ""abnormality"" measure of each vehicle and performance anomalies for each type of attack in order to better track the vehicles that are affected early on in a performance attack and thereby facilitate root cause analysis. We also note several challenges in using such an approach.",https://doi.org/10.1145/3397776.3397783,Crossref,advanced persistent threats,discovery,,,,833,2026-04-28T15:13:06.340854+00:00,False,100.0,0.0,20.0,0.0,50.0,47.5,Quality uncertain or moderate,human review
"Mitigating exploits, rootkits and advanced persistent threats",David Durham,2014.0,2014 IEEE Hot Chips 26 Symposium (HCS),10.1109/hotchips.2014.7478798,,https://doi.org/10.1109/hotchips.2014.7478798,Crossref,advanced persistent threats,discovery,,,,837,2026-04-28T15:13:06.340854+00:00,False,100.0,0.0,20.0,0.0,50.0,47.5,Quality uncertain or moderate,human review
"Guardians of the vault: unmasking online threats and fortifying e-banking security, a systematic review",Iftikhar Ahmad; Salim Khan; Shahid Iqbal,2024.0,Journal of Financial Crime,10.1108/jfc-11-2023-0302,"Purpose The purpose of this paper is to investigate and analyze the adoption of digital technologies in the banking industry and its impact on the rise of digital fraudulent activities, specifically focusing on online banking frauds. This paper aims to provide insights into the current technologies implemented by banks to secure their online banking systems and explores the methods used by cybercriminals to exploit security vulnerabilities in these systems. Design/methodology/approach In order to understand how digital technologies in banking can be secured against online fraud, this research conducted a systematic literature review (SLR) on digital banking, online banking fraud, and security measurements. The review encompasses a variety of sources from online databases such as Emerald Insight, Google Scholar, IEEE, JSTOR, Springer and Science Direct. Findings The key finding of the paper is that the adoption of digital technologies in the banking industry has led to a significant increase in digital fraudulent activities, particularly in the form of online banking frauds. This paper emphasizes that these frauds have become a global concern and have evolved into an industry where cybercriminals use sophisticated tools such as phishing attacks, denial-of-service attacks, Trojan horses, malware infections, identity theft and computer viruses. Research limitations/implications This study relies solely on a literature review without incorporating primary data or case studies; therefore, it might miss out on the firsthand experiences and perspectives of banks and cybersecurity professionals. Practical implications This study emphasizes the need for banks to adopt advanced security measures to safeguard their online banking systems. Social implications This study underscores the importance of ongoing training and awareness programs for both bank employees and customers. Originality/value This study specifically addresses the adoption of digital technologies in the banking industry and its correlation with the increase in digital fraudulent activities. This focus on the intersection of technology and fraud in the banking sector is a distinctive aspect. This study conducts a SLR to examine the current technologies implemented by banks to safeguard their online banking systems. This comprehensive approach provides insights into the diverse security measures used by banks to protect against various types of cyber threats.",https://www.semanticscholar.org/paper/6d02bcb6e18e34ef82f984142520878b0c5a7aaa,Semantic Scholar,online threats,discovery,7.0,,,877,2026-04-28T15:13:06.340854+00:00,False,40.0,45.06,20.0,0.0,100.0,57.02,Quality uncertain or moderate,human review
Surveillance and falsification implications for open source intelligence investigations,Babak Akhgar; Bell P.; Best; La Stampa; Mercado S.C; Nancy P.; Petra Saskia Bayerl; Ratzel M.P; Steele R.D,2015.0,'Association for Computing Machinery (ACM)',10.1145/2699410,© 2015 ACM. Legitimacy of surveillance is crucial to safeguarding validity of OSINT data as a tool for law-enforcement agencies,https://core.ac.uk/download/189171266.pdf,CORE,open source intelligence,discovery,,,,916,2026-04-28T15:13:06.340854+00:00,False,100.0,0.0,20.0,0.0,62.5,50.62,Quality uncertain or moderate,human review
Classification of colloquial Arabic tweets in real-time to detect high-risk floods,"al-Khateeb, Haider M.; Alabbas, Waleed; Epiphaniou, Gregory; Frommholz, Ingo; Mansour, Ali",2017.0,'Institute of Electrical and Electronics Engineers (IEEE)',10.1109/socialmedia.2017.8057358,"Twitter has eased real-time information flow for decision makers, it is also one of the key enablers for Open-source Intelligence (OSINT). Tweets mining has recently been used in the context of incident response to estimate the location and damage caused by hurricanes and earthquakes. We aim to research the detection of a specific type of high-risk natural disasters frequently occurring and causing casualties in the Arabian Peninsula, namely `floods'. Researching how we could achieve accurate classification suitable for short informal (colloquial) Arabic text (usually used on Twitter), which is highly inconsistent and received very little attention in this field. First, we provide a thorough technical demonstration consisting of the following stages: data collection (Twitter REST API), labelling, text pre-processing, data division and representation, and training models. This has been deployed using `R' in our experiment. We then evaluate classifiers' performance via four experiments conducted to measure the impact of different stemming techniques on the following classifiers SVM, J48, C5.0, NNET, NB and k-NN. The dataset used consisted of 1434 tweets in total. Our findings show that Support Vector Machine (SVM) was prominent in terms of accuracy (F1=0.933). Furthermore, applying McNemar's test shows that using SVM without stemming on Colloquial Arabic is significantly better than using stemming techniques",https://core.ac.uk/download/196185889.pdf,CORE,OSINT methodology,discovery,,,,932,2026-04-28T15:13:06.340854+00:00,False,100.0,0.0,20.0,0.0,87.5,56.88,Quality uncertain or moderate,human review
A Qualitative Synthesis of Cyberattack Trends in Managed Service Providers: Analyzing Multi-Tenant Vulnerabilities and Mitigation Strategies,Shiva Ram Neupane; Neeraj Shrestha; Weiqing Sun,2026.0,Information,10.3390/info17040378,"Managed Service Providers (MSPs) have increasingly become prime targets for cyberattacks due to their privileged access across multiple client environments. Utilizing a qualitative thematic synthesis and an Open-Source Intelligence (OSINT) methodology, this study examines a purposive sample of major MSP-targeted cyber incidents from 2020 to 2025 to identify common attack patterns, exploited vulnerabilities, and operational impacts on downstream clients, particularly small and medium-sized businesses. Analysis of publicly reported incidents reveals a clear trend toward attacks leveraging centralized management platforms, remote access tools, and multi-tenant architectures, resulting in cascading disruptions from limited initial compromise. The synthesis highlights extortion-driven ransomware, supply chain compromises, and the exploitation of unpatched edge devices as dominant threats. To counter these systemic risks, this study outlines contextualized mitigation strategies such as zero trust principles, strict identity controls, tenant isolation, and continuous monitoring tailored to balance security requirements with MSP operational constraints. While these strategies are evidence-informed and grounded in observed trends, they remain proposed solutions that require further empirical validation. The findings emphasize the critical need for proactive, collaborative security practices among MSPs, clients, and regulators to manage evolving cyber threats effectively.",https://doi.org/10.3390/info17040378,OpenAlex,open source intelligence,discovery,0.0,22.0,Águas de Portugal (Portugal); University of Toledo,987,2026-04-28T15:13:06.340854+00:00,False,40.0,0.0,80.0,10.0,87.5,45.88,Quality uncertain or moderate,human review
Twenty Years Later,Alfred Hermida; Axel Bruns,2026.0,M/C Journal,10.5204/mcj.3283,"It started with a bland tweet by Twitter co-founder Jack Dorsey, simply saying, ""just setting up my twttr” in March 2006. Twenty years on, the anniversary of Twitter’s launch presents an opportunity to diagnose a platform that has garnered so much scholarly, media, and public attention over the past two decades. Twitter's legacy is best understood as a history of public communication infrastructure and its failures, rather than just as a platform history. This issue treats Twitter as an analytically significant object, even as the platform itself has been rebranded as X and undergone a radical transformation. The name matters because “Twitter” captures more than a single platform under a single owner. It describes a cultural imprint, a set of communication practices, and a body of scholarly work that shaped how we understand social media itself. The tension between commemoration and critique runs through this issue. We are not simply marking a milestone. We seek to examine what remains when a platform mutates beyond recognition. What happens when the object of study changes ownership, governance, and infrastructure while retaining some contested form of continuity? This question of periodisation runs through the various contributions. Early scholarly work mapped user behaviour and technical affordances from computer science perspectives. The field expanded rapidly between 2009 and 2014 as Twitter became entangled with world events, generating influential frameworks like ambient journalism and hashtag publics. This also highlighted user agency as something to be recognised and reckoned with, rather than just tracked and mapped. Research from media, communication, and cultural studies perspectives showed that Twitter’s users were actively involved in co-creating the platform. Later scholarship turned more critical, examining datafication, algorithmic power, and the political economy of the platform. Foundational work on Black Twitter in the US, Blak Twitter in Australia, and gendered harassment revealed structural platform dynamics. Most recently, with the Musk acquisition in October 2022, researchers have documented processes of platform decline and what Doctorow described as “enshittification”. As issue editors, we are not disinterested observers of Twitter’s twenty-year trajectory. Twitter has shaped our careers, and we have shaped how others study it. We have both used the platform throughout most of its existence, building professional networks and conducting research through it. We are aware that we might overstate Twitter's importance because our work depends on it, or let nostalgia for earlier versions of the platform cloud our judgment. We have tried to address these risks by including diverse voices in this issue, bringing together scholars working across the disciplines of journalism studies, political communication, platform studies, data science, and Science and Technology Studies (STS). We present this issue as an honest assessment of a platform's legacy while that platform still exists, albeit in a mutated form that is a shadow of its former self. Contributions We open the issue with a feature article by Axel Bruns, exploring the role of Twitter as a key platform for public debate. Bruns traces the history of the platform from its initial Oprah-endorsed breakthrough to its decline under Elon Musk. He points to the scramble by users and developers to find alternatives to X, which, with varying degrees of success, reimagine some of the affordances that attracted people to Twitter in the first place. But is the solution really to create another Twitter clone, in an increasingly crowded field of contenders? What lessons can we learn both from Twitter’s initial successes and X’s ultimate failure? We continue with a section of articles that addresses Twitter’s key role as a channel for breaking news, journalism, and information. First, Alfred Hermida revisits his concept of “ambient journalism”, which described how, in its heyday, Twitter enabled ordinary users as well as professional journalists to monitor the platform as a global ambient information feed. Present-day X no longer functions in this way. Its information feed is polluted by mis- and disinformation, channelled by algorithmic interventions, and increasingly drowned out by AI-generated content. This produces a new kind of synthetic ambience, Hermida suggests. Next, Elizabeth Dubois examines the rise and fall of Twitter as a tool especially for political journalism. While many journalists remain on X, platform changes have severely reduced its utility to the profession. Journalists and other political commentators are increasingly exploring other tools and platforms for communicating their insights and analysis. This fragmentation of political coverage and public debate, and the rise of newsfluencers and other nontraditional actors, raise significant concerns for democratic communication. Twitter was a key platform for breaking news of another kind, too, for official as well as crowdsourced updates during natural disasters and other acute events. In her article, Leysia Palen reflects on the trajectory of disaster responders on the platform. Her article traces how crisis communication on Twitter has evolved over time. She examines early experiments with platforms like Twitter, their adoption into mainstream disaster response practices, and their eventual decline as algorithms and disinformation undermined their effectiveness. This is concerning as nothing has filled the gap in the crisis communication infrastructure created by the decline of Twitter. Our second section of articles further broadens our perspective on Twitter as a source of news and information. It opens with an article by Timothy Graham that positions Twitter as “epistemic infrastructure”. He argues the platform explicitly encouraged its users to adopt a reportorial stance in informing others about the world around them. But reporting requires verification. In its reluctance, under a ‘free speech’ doctrine, to police even explicitly false information, Twitter left itself wide open to disinformation and influence operations. The consequences of these choices point to the architectural challenges that new platforms seeking to replace Twitter must now face. Despite their statements to the contrary, Twitter, as it was, and X as it now is, were never neutral actors in any of this, of course. Our next article, by Marisa Duarte and Marco Bastos, shows this with particular attention to X under Elon Musk. The platform is now firmly interwoven with open source intelligence and state surveillance tools as provided by Palantir, Babel Street, and other deeply problematic actors whose owners share Musk’s anti-democratic and techno-utopian mindset. X has become both a source of data for this “shallow state”, which can be used in policing and integrated with state-held data, and a tool for narrative control and propaganda. As current developments in the United States show, this presents a clear danger to democratic governance. These dystopian developments stand in clear contrast to the initiatives towards sovereign European social media platforms, which Christoph Neuberger outlines in his contribution to this issue. Musk’s takeover of Twitter has added further urgency to such developments. His actions have highlighted the precarity of a European public sphere which is dependent on Silicon Valley platforms. In the absence of a truly European public sphere at present, its development and the development of platforms that would support it must go hand in hand. Neuberger’s article discusses what initiatives towards these goals already exist, and sketches out a path towards a European media platform that is oriented towards the common good. The articles in our next section shift our perspective towards the needs of researchers themselves. Through much of its history, Twitter was a major source of data on public communication, not just about news, politics, and current events, but also about social and cultural events and activities and much more. Access to research data about the many uses of the platform was hard-won and remained precarious, as Fabio Giglietto and Cornelius Puschmann discuss in their article. Access shaped researcher practices that were not always well-suited to their objects of research. With data access now effectively blocked and users moving to various other platforms anyway, new frameworks must be considered. These include formal requirements for public-interest research data access, such as those implemented under the European Union’s Digital Services Act (Article 40), as well as alternative modes of gathering data about platform activities that involve rather than merely observe users, such as data donations. In the second article in this section, Katrin Weller, Yining Wang, Yannik Peters, and Johannes B. Gruber explore the longstanding and unresolved challenges of preserving the history of Twitter and of preserving Twitter as a source of historical data. From early Twitter data gathering by researchers to the Library of Congress’s unsuccessful attempt to archive all of Twitter, the platform has long been seen as a window on history as it happened. Capturing that history has faced various practical, ethical, privacy, and legal hurdles. Moreover, the true experience of being on Twitter at a particular point in time is now difficult to reconstruct. We must now work to preserve the scattered archives that do exist and learn our lessons for the preservation of current and future social media platforms. Our final articles return to the overall questions that the legacy of Twitter raises for the future of social media. Breigha Adeyemo and Zizi Papacharissi introduce the concept of unbecoming. The Twitter that was has now unbecome, following its acquisition by Elon Musk and conversion into X. But X itself is unbecoming of a major public communications infrastructure in",https://doi.org/10.5204/mcj.3283,OpenAlex,open source intelligence,discovery,0.0,0.0,University of British Columbia; Queensland University of Technology,1023,2026-04-28T15:13:06.340854+00:00,False,40.0,0.0,80.0,10.0,100.0,49.0,Quality uncertain or moderate,human review
